,Item Name,Date,Price
17223,Vegetable-Dambulla-Wholesale-Snake gourd ,2020-12-31,115.0
17224,Vegetable-Dambulla-Wholesale-Tomatoes ,2020-12-31,115.0
17225,Vegetable-Dambulla-Wholesale-Brinjal ,2020-12-31,55.0
17226,Vegetable-Dambulla-Wholesale-Cabbage ,2020-12-31,18.0
17227,Vegetable-Dambulla-Wholesale-Carrot ,2020-12-31,135.0
17228,Vegetable-Dambulla-Wholesale-Beans ,2020-12-31,125.0
17229,Vegetable-Dambulla-Wholesale-Pumpkin ,2020-12-31,85.0
17230,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-01,475.0
17231,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-01,88.0
17232,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-01,78.0
17233,Other-Dambulla-Wholesale-Coconut ,2021-01-01,79.0
17234,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-01,218.0
17235,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-01,28.0
17236,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-01,103.0
17237,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-01,78.0
17238,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-01,38.0
17239,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-01,78.0
17240,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-01,18.0
17241,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-01,140.0
17242,Vegetable-Dambulla-Wholesale-Beans ,2021-01-01,95.0
17243,Other-Dambulla-Wholesale-Coconut ,2021-01-04,75.0
17244,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-04,538.0
17245,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-04,178.0
17246,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-04,73.0
17247,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-04,450.0
17248,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-04,95.0
17249,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-04,48.0
17250,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-04,115.0
17251,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-04,58.0
17252,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-04,105.0
17253,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-04,23.0
17254,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-04,125.0
17255,Vegetable-Dambulla-Wholesale-Beans ,2021-01-04,105.0
17256,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-04,95.0
17257,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-05,95.0
17258,Other-Dambulla-Wholesale-Coconut ,2021-01-05,74.0
17259,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-05,498.0
17260,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-05,178.0
17261,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-05,88.0
17262,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-05,470.0
17263,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-05,50.0
17264,Vegetable-Dambulla-Wholesale-Beans ,2021-01-05,90.0
17265,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-05,115.0
17266,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-05,45.0
17267,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-05,95.0
17268,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-05,13.0
17269,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-05,105.0
17270,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-05,95.0
17271,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-06,95.0
17272,Other-Dambulla-Wholesale-Coconut ,2021-01-06,74.0
17273,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-06,508.0
17274,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-06,183.0
17275,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-06,53.0
17276,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-06,380.0
17277,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-06,43.0
17278,Vegetable-Dambulla-Wholesale-Beans ,2021-01-06,83.0
17279,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-06,95.0
17280,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-06,53.0
17281,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-06,75.0
17282,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-06,18.0
17283,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-06,78.0
17284,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-06,95.0
17285,Other-Dambulla-Wholesale-Coconut ,2021-01-07,70.0
17286,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-07,498.0
17287,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-07,178.0
17288,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-07,98.0
17289,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-07,300.0
17290,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-07,83.0
17291,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-07,43.0
17292,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-07,115.0
17293,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-07,53.0
17294,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-07,85.0
17295,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-07,15.0
17296,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-07,125.0
17297,Vegetable-Dambulla-Wholesale-Beans ,2021-01-07,95.0
17298,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-07,105.0
17299,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-08,78.0
17300,Other-Dambulla-Wholesale-Coconut ,2021-01-08,79.0
17301,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-08,168.0
17302,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-08,63.0
17303,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-01-08,398.0
17304,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-08,410.0
17305,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-08,48.0
17306,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-08,105.0
17307,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-08,115.0
17308,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-08,45.0
17309,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-08,75.0
17310,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-08,18.0
17311,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-08,105.0
17312,Vegetable-Dambulla-Wholesale-Beans ,2021-01-08,95.0
17313,Other-Dambulla-Wholesale-Coconut ,2021-01-11,78.0
17314,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-11,88.0
17315,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-11,325.0
17316,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-11,83.0
17317,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-11,48.0
17318,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-11,105.0
17319,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-11,125.0
17320,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-11,85.0
17321,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-11,95.0
17322,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-11,21.0
17323,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-11,115.0
17324,Vegetable-Dambulla-Wholesale-Beans ,2021-01-11,85.0
17325,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-12,133.0
17326,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-12,88.0
17327,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-01-12,448.0
17328,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-12,83.0
17329,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-12,38.0
17330,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-12,115.0
17331,Other-Dambulla-Wholesale-Coconut ,2021-01-12,75.0
17332,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-12,135.0
17333,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-12,95.0
17334,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-12,23.0
17335,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-12,125.0
17336,Vegetable-Dambulla-Wholesale-Beans ,2021-01-12,105.0
17337,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-12,138.0
17338,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-13,95.0
17339,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-01-13,378.0
17340,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-13,348.0
17341,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-13,83.0
17342,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-13,45.0
17343,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-13,95.0
17344,Other-Dambulla-Wholesale-Coconut ,2021-01-13,89.0
17345,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-13,115.0
17346,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-13,85.0
17347,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-13,14.0
17348,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-13,68.0
17349,Vegetable-Dambulla-Wholesale-Beans ,2021-01-13,95.0
17350,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-13,145.0
17351,Other-Dambulla-Wholesale-Coconut ,2021-01-15,79.0
17352,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-15,515.0
17353,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-15,90.0
17354,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-15,400.0
17355,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-15,78.0
17356,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-15,38.0
17357,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-15,135.0
17358,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-15,125.0
17359,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-15,105.0
17360,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-15,28.0
17361,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-15,105.0
17362,Vegetable-Dambulla-Wholesale-Beans ,2021-01-15,125.0
17363,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-15,125.0
17364,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-18,48.0
17365,Other-Dambulla-Wholesale-Coconut ,2021-01-18,89.0
17366,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-18,48.0
17367,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-18,448.0
17368,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-18,145.0
17369,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-18,88.0
17370,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-18,95.0
17371,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-18,195.0
17372,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-18,23.0
17373,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-18,115.0
17374,Vegetable-Dambulla-Wholesale-Beans ,2021-01-18,195.0
17375,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-19,78.0
17376,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-19,460.0
17377,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-19,88.0
17378,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-19,45.0
17379,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-19,145.0
17380,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-19,145.0
17381,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-19,175.0
17382,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-19,95.0
17383,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-19,33.0
17384,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-19,113.0
17385,Vegetable-Dambulla-Wholesale-Beans ,2021-01-19,225.0
17386,Other-Dambulla-Wholesale-Coconut ,2021-01-20,83.0
17387,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-20,138.0
17388,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-20,78.0
17389,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-20,478.0
17390,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-20,95.0
17391,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-20,43.0
17392,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-20,175.0
17393,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-20,155.0
17394,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-20,215.0
17395,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-20,105.0
17396,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-20,45.0
17397,Vegetable-Dambulla-Wholesale-Beans ,2021-01-20,255.0
17398,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-20,165.0
17399,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-21,95.0
17400,Other-Dambulla-Wholesale-Coconut ,2021-01-21,84.0
17401,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-21,138.0
17402,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-21,63.0
17403,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-21,470.0
17404,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-21,38.0
17405,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-21,125.0
17406,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-21,155.0
17407,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-21,235.0
17408,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-21,85.0
17409,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-21,48.0
17410,Vegetable-Dambulla-Wholesale-Beans ,2021-01-21,255.0
17411,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-21,155.0
17412,Other-Dambulla-Wholesale-Coconut ,2021-01-22,74.0
17413,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-22,128.0
17414,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-22,63.0
17415,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-01-22,498.0
17416,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-22,400.0
17417,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-22,93.0
17418,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-22,38.0
17419,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-22,115.0
17420,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-22,215.0
17421,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-22,88.0
17422,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-22,38.0
17423,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-22,95.0
17424,Vegetable-Dambulla-Wholesale-Beans ,2021-01-22,205.0
17425,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-22,178.0
17426,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-25,43.0
17427,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-25,458.0
17428,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-25,108.0
17429,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-25,465.0
17430,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-25,95.0
17431,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-25,165.0
17432,Other-Dambulla-Wholesale-Coconut ,2021-01-25,84.0
17433,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-25,255.0
17434,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-25,95.0
17435,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-25,45.0
17436,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-25,135.0
17437,Vegetable-Dambulla-Wholesale-Beans ,2021-01-25,205.0
17438,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-25,155.0
17439,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-01-26,498.0
17440,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-26,128.0
17441,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-26,83.0
17442,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-26,440.0
17443,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-26,83.0
17444,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-26,38.0
17445,Other-Dambulla-Wholesale-Coconut ,2021-01-26,74.0
17446,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-26,155.0
17447,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-26,245.0
17448,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-26,95.0
17449,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-26,50.0
17450,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-26,145.0
17451,Vegetable-Dambulla-Wholesale-Beans ,2021-01-26,215.0
17452,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-26,175.0
17453,Other-Dambulla-Wholesale-Coconut ,2021-01-27,79.0
17454,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-27,128.0
17455,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-27,83.0
17456,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-27,465.0
17457,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-27,91.0
17458,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-27,58.0
17459,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-27,155.0
17460,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-27,235.0
17461,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-27,105.0
17462,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-27,50.0
17463,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-27,175.0
17464,Vegetable-Dambulla-Wholesale-Beans ,2021-01-27,195.0
17465,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-27,165.0
17466,Other-Dambulla-Wholesale-Coconut ,2021-01-29,70.0
17467,Other-Dambulla-Wholesale-Potatoes (local) ,2021-01-29,128.0
17468,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-01-29,73.0
17469,Other-Dambulla-Wholesale-Red Onions (local) ,2021-01-29,500.0
17470,Fruits-Dambulla-Wholesale-Pineapple ,2021-01-29,95.0
17471,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-01-29,35.0
17472,Vegetable-Dambulla-Wholesale-Brinjal ,2021-01-29,265.0
17473,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-01-29,145.0
17474,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-01-29,105.0
17475,Vegetable-Dambulla-Wholesale-Cabbage ,2021-01-29,68.0
17476,Vegetable-Dambulla-Wholesale-Carrot ,2021-01-29,195.0
17477,Vegetable-Dambulla-Wholesale-Beans ,2021-01-29,195.0
17478,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-01-29,165.0
17479,Other-Dambulla-Wholesale-Coconut ,2021-02-01,77.0
17480,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-01,68.0
17481,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-01,358.0
17482,Other-Dambulla-Wholesale-Red Onions (local) ,2021-02-01,498.0
17483,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-01,80.0
17484,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-01,45.0
17485,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-01,135.0
17486,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-01,225.0
17487,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-01,145.0
17488,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-01,55.0
17489,Vegetable-Dambulla-Wholesale-Beans ,2021-02-01,145.0
17490,Other-Dambulla-Wholesale-Coconut ,2021-02-02,75.0
17491,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-02,98.0
17492,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-02,388.0
17493,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-02,95.0
17494,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-02,40.0
17495,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-02,130.0
17496,Vegetable-Dambulla-Wholesale-Beans ,2021-02-02,115.0
17497,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-02,275.0
17498,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-02,125.0
17499,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-02,65.0
17500,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-02,175.0
17501,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-02,125.0
17502,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-03,88.0
17503,Other-Dambulla-Wholesale-Potatoes (local) ,2021-02-03,135.0
17504,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-03,93.0
17505,Other-Dambulla-Wholesale-Coconut ,2021-02-03,77.0
17506,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-03,305.0
17507,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-03,43.0
17508,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-03,55.0
17509,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-03,125.0
17510,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-03,235.0
17511,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-03,150.0
17512,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-03,145.0
17513,Vegetable-Dambulla-Wholesale-Beans ,2021-02-03,115.0
17514,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-03,155.0
17515,Other-Dambulla-Wholesale-Potatoes (local) ,2021-02-05,138.0
17516,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-05,103.0
17517,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-05,338.0
17518,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-05,93.0
17519,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-05,38.0
17520,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-05,135.0
17521,Other-Dambulla-Wholesale-Coconut ,2021-02-05,74.0
17522,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-05,265.0
17523,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-05,145.0
17524,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-05,60.0
17525,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-05,155.0
17526,Vegetable-Dambulla-Wholesale-Beans ,2021-02-05,95.0
17527,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-05,125.0
17528,Other-Dambulla-Wholesale-Coconut ,2021-02-08,79.0
17529,Other-Dambulla-Wholesale-Potatoes (local) ,2021-02-08,148.0
17530,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-08,68.0
17531,Other-Dambulla-Wholesale-Red Onions (local) ,2021-02-08,358.0
17532,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-08,93.0
17533,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-08,58.0
17534,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-08,125.0
17535,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-08,155.0
17536,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-08,155.0
17537,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-08,45.0
17538,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-08,165.0
17539,Vegetable-Dambulla-Wholesale-Beans ,2021-02-08,115.0
17540,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-08,115.0
17541,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-09,80.0
17542,Other-Dambulla-Wholesale-Coconut ,2021-02-09,74.0
17543,Other-Dambulla-Wholesale-Potatoes (local) ,2021-02-09,128.0
17544,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-09,93.0
17545,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-09,360.0
17546,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-09,43.0
17547,Vegetable-Dambulla-Wholesale-Beans ,2021-02-09,95.0
17548,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-09,115.0
17549,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-09,145.0
17550,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-09,155.0
17551,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-09,65.0
17552,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-09,165.0
17553,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-09,125.0
17554,Other-Dambulla-Wholesale-Coconut ,2021-02-10,78.0
17555,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-02-10,495.0
17556,Other-Dambulla-Wholesale-Potatoes (local) ,2021-02-10,178.0
17557,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-10,93.0
17558,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-10,345.0
17559,Other-Dambulla-Wholesale-Red Onions (local) ,2021-02-10,278.0
17560,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-10,95.0
17561,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-10,43.0
17562,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-10,118.0
17563,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-10,115.0
17564,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-10,175.0
17565,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-10,65.0
17566,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-10,178.0
17567,Vegetable-Dambulla-Wholesale-Beans ,2021-02-10,115.0
17568,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-10,105.0
17569,Other-Dambulla-Wholesale-Coconut ,2021-02-11,78.0
17570,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2021-02-11,498.0
17571,Other-Dambulla-Wholesale-Big Onions (imp) ,2021-02-11,93.0
17572,Other-Dambulla-Wholesale-Red Onions (imp) ,2021-02-11,348.0
17573,Fruits-Dambulla-Wholesale-Pineapple ,2021-02-11,85.0
17574,Fruits-Dambulla-Wholesale-Banana (Sour) ,2021-02-11,45.0
17575,Vegetable-Dambulla-Wholesale-Brinjal ,2021-02-11,120.0
17576,Vegetable-Dambulla-Wholesale-Pumpkin ,2021-02-11,145.0
17577,Vegetable-Dambulla-Wholesale-Tomatoes ,2021-02-11,175.0
17578,Vegetable-Dambulla-Wholesale-Cabbage ,2021-02-11,48.0
17579,Vegetable-Dambulla-Wholesale-Carrot ,2021-02-11,160.0
17580,Vegetable-Dambulla-Wholesale-Beans ,2021-02-11,125.0
17581,Vegetable-Dambulla-Wholesale-Snake gourd ,2021-02-11,115.0
