,Item Name,Date,Price
2213,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-10,113.0
2214,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-10,24.0
2215,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-10,95.0
2216,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-10,130.0
2217,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-10,115.0
2218,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-10,200.0
2219,Vegetable-Dambulla-Wholesale-Beans ,2015-12-10,145.0
2220,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-10,63.0
2221,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-11,95.0
2222,Other-Dambulla-Wholesale-Coconut ,2015-12-11,39.0
2223,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-11,108.0
2224,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-11,67.0
2225,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-11,65.0
2226,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-11,305.0
2227,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-11,70.0
2228,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-11,140.0
2229,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-11,93.0
2230,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-11,190.0
2231,Vegetable-Dambulla-Wholesale-Beans ,2015-12-11,170.0
2232,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-11,25.0
2233,Other-Dambulla-Wholesale-Coconut ,2015-12-14,38.0
2234,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-14,175.0
2235,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-14,350.0
2236,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-14,118.0
2237,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-14,63.0
2238,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-14,125.0
2239,Vegetable-Dambulla-Wholesale-Beans ,2015-12-14,195.0
2240,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-14,33.0
2241,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-14,85.0
2242,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-14,150.0
2243,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-14,80.0
2244,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-14,135.0
2245,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-14,70.0
2246,Other-Dambulla-Wholesale-Coconut ,2015-12-15,38.0
2247,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-15,300.0
2248,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-15,115.0
2249,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-15,65.0
2250,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-15,175.0
2251,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-15,115.0
2252,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-15,90.0
2253,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-15,35.0
2254,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-15,145.0
2255,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-15,85.0
2256,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-15,190.0
2257,Vegetable-Dambulla-Wholesale-Beans ,2015-12-15,195.0
2258,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-15,65.0
2259,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-16,165.0
2260,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-16,60.0
2261,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-16,120.0
2262,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-16,300.0
2263,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-16,123.0
2264,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-16,75.0
2265,Other-Dambulla-Wholesale-Coconut ,2015-12-16,40.0
2266,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-16,90.0
2267,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-16,145.0
2268,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-16,88.0
2269,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-16,215.0
2270,Vegetable-Dambulla-Wholesale-Beans ,2015-12-16,205.0
2271,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-16,34.0
2272,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-17,300.0
2273,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-17,115.0
2274,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-17,64.0
2275,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-17,145.0
2276,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-17,125.0
2277,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-17,70.0
2278,Other-Dambulla-Wholesale-Coconut ,2015-12-17,38.0
2279,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-17,88.0
2280,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-17,140.0
2281,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-17,90.0
2282,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-17,210.0
2283,Vegetable-Dambulla-Wholesale-Beans ,2015-12-17,215.0
2284,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-17,35.0
2285,Other-Dambulla-Wholesale-Coconut ,2015-12-18,38.0
2286,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-18,300.0
2287,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-18,113.0
2288,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-18,63.0
2289,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-18,145.0
2290,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-18,135.0
2291,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-18,65.0
2292,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-18,90.0
2293,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-18,125.0
2294,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-18,100.0
2295,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-18,225.0
2296,Vegetable-Dambulla-Wholesale-Beans ,2015-12-18,215.0
2297,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-18,35.0
2298,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-21,175.0
2299,Other-Dambulla-Wholesale-Coconut ,2015-12-21,35.0
2300,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-21,305.0
2301,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-21,123.0
2302,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-21,58.0
2303,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-21,125.0
2304,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-21,35.0
2305,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-21,110.0
2306,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-21,85.0
2307,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-21,98.0
2308,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-21,198.0
2309,Vegetable-Dambulla-Wholesale-Beans ,2015-12-21,240.0
2310,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-21,83.0
2311,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-22,295.0
2312,Other-Dambulla-Wholesale-Coconut ,2015-12-22,37.0
2313,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-22,123.0
2314,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-22,190.0
2315,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-22,140.0
2316,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-22,83.0
2317,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-22,55.0
2318,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-22,110.0
2319,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-22,95.0
2320,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-22,100.0
2321,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-22,205.0
2322,Vegetable-Dambulla-Wholesale-Beans ,2015-12-22,255.0
2323,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-22,35.0
2324,Other-Dambulla-Wholesale-Coconut ,2015-12-23,38.0
2325,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-23,300.0
2326,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-23,110.0
2327,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-23,55.0
2328,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-23,80.0
2329,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-23,95.0
2330,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-23,110.0
2331,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-23,100.0
2332,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-23,195.0
2333,Vegetable-Dambulla-Wholesale-Beans ,2015-12-23,260.0
2334,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-23,35.0
2335,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-28,69.0
2336,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-28,120.0
2337,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-28,185.0
2338,Other-Dambulla-Wholesale-Coconut ,2015-12-28,37.0
2339,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-28,305.0
2340,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-28,135.0
2341,Vegetable-Dambulla-Wholesale-Beans ,2015-12-28,275.0
2342,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-28,43.0
2343,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-28,175.0
2344,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-28,90.0
2345,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-28,155.0
2346,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-28,300.0
2347,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-28,90.0
2348,Other-Dambulla-Wholesale-Coconut ,2015-12-29,37.0
2349,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-29,295.0
2350,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-29,115.0
2351,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-29,68.0
2352,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-29,175.0
2353,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-29,155.0
2354,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-29,105.0
2355,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-29,40.0
2356,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-29,175.0
2357,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-29,93.0
2358,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-29,158.0
2359,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-29,300.0
2360,Vegetable-Dambulla-Wholesale-Beans ,2015-12-29,195.0
2361,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-30,295.0
2362,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-30,125.0
2363,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-30,64.0
2364,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-30,175.0
2365,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-30,140.0
2366,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-30,100.0
2367,Other-Dambulla-Wholesale-Coconut ,2015-12-30,37.0
2368,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-30,170.0
2369,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-30,90.0
2370,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-30,120.0
2371,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-30,290.0
2372,Vegetable-Dambulla-Wholesale-Beans ,2015-12-30,225.0
2373,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-30,38.0
2374,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2015-12-31,295.0
2375,Other-Dambulla-Wholesale-Potatoes (local) ,2015-12-31,125.0
2376,Other-Dambulla-Wholesale-Big Onions (imp) ,2015-12-31,69.0
2377,Other-Dambulla-Wholesale-Red Onions (imp) ,2015-12-31,165.0
2378,Other-Dambulla-Wholesale-Red Onions (local) ,2015-12-31,140.0
2379,Vegetable-Dambulla-Wholesale-Snake gourd ,2015-12-31,100.0
2380,Other-Dambulla-Wholesale-Coconut ,2015-12-31,37.0
2381,Vegetable-Dambulla-Wholesale-Brinjal ,2015-12-31,160.0
2382,Vegetable-Dambulla-Wholesale-Tomatoes ,2015-12-31,90.0
2383,Vegetable-Dambulla-Wholesale-Cabbage ,2015-12-31,115.0
2384,Vegetable-Dambulla-Wholesale-Carrot ,2015-12-31,290.0
2385,Vegetable-Dambulla-Wholesale-Beans ,2015-12-31,195.0
2386,Vegetable-Dambulla-Wholesale-Pumpkin ,2015-12-31,40.0
2387,Other-Dambulla-Wholesale-Coconut ,2016-01-01,33.0
2388,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-01,295.0
2389,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-01,125.0
2390,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-01,73.0
2391,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-01,165.0
2392,Other-Dambulla-Wholesale-Red Onions (local) ,2016-01-01,115.0
2393,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-01,75.0
2394,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-01,125.0
2395,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-01,78.0
2396,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-01,125.0
2397,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-01,275.0
2398,Vegetable-Dambulla-Wholesale-Beans ,2016-01-01,155.0
2399,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-01,40.0
2400,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-04,120.0
2401,Other-Dambulla-Wholesale-Coconut ,2016-01-04,33.0
2402,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-04,295.0
2403,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-04,125.0
2404,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-04,64.0
2405,Other-Dambulla-Wholesale-Red Onions (local) ,2016-01-04,85.0
2406,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-04,120.0
2407,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-04,44.0
2408,Vegetable-Dambulla-Wholesale-Beans ,2016-01-04,175.0
2409,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-04,260.0
2410,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-04,78.0
2411,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-04,50.0
2412,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-04,130.0
2413,Other-Dambulla-Wholesale-Coconut ,2016-01-05,33.0
2414,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-05,295.0
2415,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-05,125.0
2416,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-05,61.0
2417,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-05,80.0
2418,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-05,115.0
2419,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-05,120.0
2420,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-05,40.0
2421,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-05,105.0
2422,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-05,248.0
2423,Vegetable-Dambulla-Wholesale-Beans ,2016-01-05,185.0
2424,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-05,44.0
2425,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-06,115.0
2426,Other-Dambulla-Wholesale-Coconut ,2016-01-06,31.0
2427,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-06,295.0
2428,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-06,125.0
2429,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-06,61.0
2430,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-06,80.0
2431,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-06,175.0
2432,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-06,110.0
2433,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-06,35.0
2434,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-06,100.0
2435,Vegetable-Dambulla-Wholesale-Beans ,2016-01-06,150.0
2436,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-06,35.0
2437,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-07,58.0
2438,Other-Dambulla-Wholesale-Coconut ,2016-01-07,33.0
2439,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-07,295.0
2440,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-07,125.0
2441,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-07,78.0
2442,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-07,85.0
2443,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-07,130.0
2444,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-07,38.0
2445,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-07,25.0
2446,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-07,80.0
2447,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-07,170.0
2448,Vegetable-Dambulla-Wholesale-Beans ,2016-01-07,180.0
2449,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-08,303.0
2450,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-08,115.0
2451,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-08,62.0
2452,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-08,83.0
2453,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-08,80.0
2454,Other-Dambulla-Wholesale-Coconut ,2016-01-08,33.0
2455,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-08,110.0
2456,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-08,28.0
2457,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-08,65.0
2458,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-08,200.0
2459,Vegetable-Dambulla-Wholesale-Beans ,2016-01-08,190.0
2460,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-08,38.0
2461,Other-Dambulla-Wholesale-Coconut ,2016-01-11,34.0
2462,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-11,300.0
2463,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-11,113.0
2464,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-11,69.0
2465,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-11,93.0
2466,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-11,65.0
2467,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-11,43.0
2468,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-11,33.0
2469,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-11,80.0
2470,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-11,203.0
2471,Vegetable-Dambulla-Wholesale-Beans ,2016-01-11,175.0
2472,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-11,105.0
2473,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-12,105.0
2474,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-12,300.0
2475,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-12,105.0
2476,Other-Dambulla-Wholesale-Coconut ,2016-01-12,37.0
2477,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-12,58.0
2478,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-12,70.0
2479,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-12,80.0
2480,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-12,105.0
2481,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-12,40.0
2482,Vegetable-Dambulla-Wholesale-Beans ,2016-01-12,180.0
2483,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-12,38.0
2484,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-12,220.0
2485,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-13,300.0
2486,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-13,105.0
2487,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-13,54.0
2488,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-13,95.0
2489,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-13,70.0
2490,Other-Dambulla-Wholesale-Coconut ,2016-01-13,34.0
2491,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-13,100.0
2492,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-13,38.0
2493,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-13,85.0
2494,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-13,210.0
2495,Vegetable-Dambulla-Wholesale-Beans ,2016-01-13,200.0
2496,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-13,40.0
2497,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-14,300.0
2498,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-14,105.0
2499,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-14,57.0
2500,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-14,90.0
2501,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-14,75.0
2502,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-14,40.0
2503,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-14,105.0
2504,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-14,93.0
2505,Vegetable-Dambulla-Wholesale-Beans ,2016-01-14,180.0
2506,Other-Dambulla-Wholesale-Coconut ,2016-01-14,37.0
2507,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-14,45.0
2508,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-14,195.0
2509,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-18,105.0
2510,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-18,90.0
2511,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-18,58.0
2512,Other-Dambulla-Wholesale-Coconut ,2016-01-18,35.0
2513,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-18,300.0
2514,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-18,95.0
2515,Vegetable-Dambulla-Wholesale-Beans ,2016-01-18,185.0
2516,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-18,45.0
2517,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-18,100.0
2518,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-18,33.0
2519,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-18,230.0
2520,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-18,63.0
2521,Other-Dambulla-Wholesale-Coconut ,2016-01-19,34.0
2522,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-19,300.0
2523,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-19,113.0
2524,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-19,48.0
2525,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-19,93.0
2526,Other-Dambulla-Wholesale-Red Onions (local) ,2016-01-19,88.0
2527,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-19,50.0
2528,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-19,100.0
2529,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-19,45.0
2530,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-19,105.0
2531,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-19,285.0
2532,Vegetable-Dambulla-Wholesale-Beans ,2016-01-19,200.0
2533,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-19,55.0
2534,Other-Dambulla-Wholesale-Coconut ,2016-01-20,34.0
2535,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-20,300.0
2536,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-20,118.0
2537,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-20,48.0
2538,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-20,93.0
2539,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-20,50.0
2540,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-20,50.0
2541,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-20,38.0
2542,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-20,105.0
2543,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-20,275.0
2544,Vegetable-Dambulla-Wholesale-Beans ,2016-01-20,185.0
2545,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-20,90.0
2546,Other-Dambulla-Wholesale-Coconut ,2016-01-21,34.0
2547,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-21,300.0
2548,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-21,118.0
2549,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-21,50.0
2550,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-21,93.0
2551,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-21,55.0
2552,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-21,100.0
2553,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-21,40.0
2554,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-21,100.0
2555,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-21,295.0
2556,Vegetable-Dambulla-Wholesale-Beans ,2016-01-21,195.0
2557,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-21,55.0
2558,Other-Dambulla-Wholesale-Red Onions (imp) ,2016-01-22,93.0
2559,Other-Dambulla-Wholesale-Coconut ,2016-01-22,34.0
2560,Other-Dambulla-Wholesale-Dried Chillies (imp) ,2016-01-22,290.0
2561,Other-Dambulla-Wholesale-Potatoes (local) ,2016-01-22,110.0
2562,Other-Dambulla-Wholesale-Big Onions (imp) ,2016-01-22,51.0
2563,Vegetable-Dambulla-Wholesale-Snake gourd ,2016-01-22,55.0
2564,Vegetable-Dambulla-Wholesale-Beans ,2016-01-22,140.0
2565,Vegetable-Dambulla-Wholesale-Brinjal ,2016-01-22,100.0
2566,Vegetable-Dambulla-Wholesale-Tomatoes ,2016-01-22,43.0
2567,Vegetable-Dambulla-Wholesale-Cabbage ,2016-01-22,110.0
2568,Vegetable-Dambulla-Wholesale-Carrot ,2016-01-22,275.0
2569,Vegetable-Dambulla-Wholesale-Pumpkin ,2016-01-22,55.0
